sentence,term,category,polarity
중소기업에서 일하다가 와서 그런지 훨씬 대기업같은 느낌 나고... 일단 난 화장실 깨끗한 게 제일 좋음.,화장실,복지,positive
사무실 시설 좋고 위치도 좋음 재택근무 원하면 한 달 내내도 가능함,시설,복지,positive
조직개편도 잦고 매니저 역량에 따라 팀원들 커리어 향상 질이 다름,조직개편,업무,negative
"재택으로 출퇴근 시간 줄이기, 네임벨류로 이직 가능성 높아짐",네임벨류,커리어,positive
재택이 일상화되어 있고 회사 안나온지 2년된 직원도 있을 정도로 업무 환경은 매우 좋음 편하게 다니기에는 좋은 회사,업무,업무,positive
사무실 분위기 암울 탑다운 방식 계약직 비율 오짐 내 직무가 별로 중요한 자리가 아니면 그냥 소모품임,분위기,사내문화,negative
전무한 복지와 보상체계,복지,복지,negative
사내문화 엉망 온보딩 최악 연봉협상은 더 최악 여기올 때 절대로 리쿠르터들의 꿀발린 말에 속아넘어가지 말길,사내문화,사내문화,negative
연차 그리고 병가와 결근을 마음대로 쓸수있는 점이 있다,연차,복지,positive
사람을 갈아만들어 관두면 또뽑지 하는 마인드로 직원을 대한다,사람,사내문화,negative
업무 경력 쌓기에 좋습니다 이와 더불어 재택근무가 가능하여 업무할 때 방해받지 않고 일할 수 있는 점이 좋습니다,경력,커리어,positive
아무래도 체계적인 시스템이 잡혀 있지 않기에 신입이 적응하긴 쉽지 않을 것 같습니다,시스템,업무,negative
"복리후생 zero, 경영진의 수시로 변경되는 전략, 보수적인 문화, 지켜지지 않는 워라밸",복리후생,복지,negative
자유롭게 의견 내고 여러가지 시도를 해볼 수 있음. 직급과 상관없이 예의있게 업무 요청하고 처리함,시도,커리어,positive
"팀바팀이겠지만 업무량 많음, 워라벨은 잠시 포기할 필요 있음.",업무량,업무,negative
눈치보지않고 칼퇴가능 연차 마음대로 사용 가능 자유로움,칼퇴,사내문화,positive
체계가없음 주먹구구식임 신입한테 너무 불친절함 혼자 알아서 해야함,체계,업무,negative
외국인이 많아서 산으로 갈때가 많다 사람을 기계처럼 생각한다,기계,사내문화,negative
"이커머스 업계에서 가장 빠르게 진화하는 회사라고 느껴지고, 역량을 발전시키기 좋은 회사입니다!",역량,커리어,positive
"빠르게 변화하기 때문에 적응하는데 조금 어려움이 있지만, 열심히 한다면 많이 배워갈 수 있습니다~",적응,업무,negative
업무시 제안하는 방향이 합리적이라면 잘 수용해주는 분위기,수용,사내문화,positive
네임벨류 막강! 부서마다 다르겠지만 워라벨 나쁘지 않음! 팀 분위기나 워라벨은 부서간 차이가 심한 것 같긴 하나 성장할 수 있는 회사,워라벨,업무,positive
외국인들을 위해 주는 회사! 복지가 쿠팡캐시가 끝이라는게 아쉽! 복지혜택이 더 많아지기를,복지,복지,negative
일단 한강뷰 회사 건물 ㅎㅎ 사내 카페도 바뀌어서 싼맛에 먹기 좋음,건물,복지,positive
바바바밥 밥은 안준다 복지 딱히 없음 추석이 10만원 준구,복지,복지,negative
워라밸 워라밸 워라밸 워라밸이 좋다 이돈도 못벋고 야근천지 넘치는데 굿임,워라밸,업무,positive
워라밸 보장해줘서 좋아요 야근 없습니다 명절보너스 지급,워라밸,업무,positive
빠른 만큼 비즈니스 타겟이 금방 변한다 워라밸은 포기해야한다,워라밸,업무,negative
회사 복지와 사내식당이 있어서 밥값을 절약할 수 있는 점,복지,복지,positive
눈에 보이는 치열한 경쟁구도로 인한 스트레스가 많음..,경쟁,사내문화,negative
급여가 괜찮고 워라밸은 조금 모자라지만 확실히 커리어 향상에는 도움이 되는 기업,커리어,커리어,positive
야근이 생각보다 잦을수 있음 재택근무로 인한 소통이 부재할 수 있는게 문제임,야근,업무,negative
조직별로 다양한 테크를 가지고 개발되고 있어 개발자가 재량으로 실력에 맞게 시스템을 꾸려갈 수있음,재량,커리어,positive
"모호한 업무 평가 기준, 외국인과 내국인 간에 알 수 없는 거리감",평가,업무,negative
다들 열심히 일하고 일에 대한 열정이 높다 외국인들과 일할 수 있는 기회가 많아서 영어 실력도 향상되고 외국인들의 새로운 관점을 접할 수 있다.,열정,사내문화,positive
회사가 좀 체계가 없고 각개전투이며 본인이 알아서 해결방안을 찾아야 하는 경우가 많다.,체계,업무,negative
괜찮은 연봉 새로운 프로젝트를 통해 얻어가는 인사이트,인사이트,커리어,positive
사람을 중요하게 여기지않는다 주먹구구식으로 일을 하는 경향이 있다,일,업무,negative
"철저한 능력 위주의 진급과 보상, 레벨제의 장점이 확실함,",보상,급여,positive
"성과 압박, 재택근무로 인해서 더 어려워진 온보딩, RSU 똥값됨",압박,사내문화,negative
눈치 안보고 쓸수있는 무지성 병가 연차 그이외에 장점 1도없음,병가,복지,positive
강도높은 업무와 그에 비해 급여도작음 사람 갈아만드는 소모품 회사,업무,업무,negative
워라밸이 매우 좋아요 부서마다 다른부분은 있겠지만,워라밸,업무,positive
복지가 아직 많이 약한거 같아 조금 더 발전할 필요가 있는거 같아요,복지,복지,negative
입사 시작부터 재택을 진행하면서 업무에 대한 자세한 설명이 없고 이해도가 떨어짐,업무,업무,negative
"조직간, 상하간 의사소통 부재 조직 이기주의 극심 임직원간 단합은 절대 불가",의사소통,사내문화,negative
워라밸은 본인이 하기 나름이지만 잘하려면 추가근무는 필수로 여겨지는 회사,추가근무,업무,negative
좋은 개발자가 많고 여러가지 최신 기술들을 사용하고 데이타 및 트래픽도 많아서 커리어 쌓기 좋음,커리어,커리어,positive
철저한 성과주의라서 피곤할수 있음,성과주의,사내문화,negative
영어 많이 사용해서 커뮤니케이션이 힘듦,커뮤니케이션,업무,negative
재택근무를 할 수 있다는 점 외국인이 많아서 영어에 익숙해진다는 점,재택근무,업무,positive
수직문화라서 대부분의 업무는 위에서 내려온다 그리규 뭐든 빨리빨리 문화,수직문화,사내문화,negative
보상 수준이 나쁘지 않음,보상,급여,positive
말도안되는 업무량 사탄도 와서 혀를내두를 정도의 업무강도,업무량,업무,negative
"급여랑 인센티브제도, 연차가 있음 내가 뛰고 많이빼면 돈많이 벌수있음",급여,급여,positive
위에서 원하는 가구수릍 쳐야하는데 그만큼 혹사를 겁나시킴 그가구수를 못빼면 엄청 눈치보임 내가 아파서 당일연차 병가를 쓰면 근태관해서 안좋다고 뭐라함,눈치,사내문화,negative
변화가 빨라서 배울거 많고 커리어 성장 기회 많음 의견을 내는데 어려움이 없음,커리어,커리어,positive
변화가 빨라서 배울거 많고 커리어 성장 기회 많음 의견을 내는데 어려움이 없음,의견,사내문화,positive
너도 나도 처음이라 멱살잡고 캐리해야함 그만큼 워라밸 없음,워라밸,업무,negative
"자유로운 사내문화와 다양한 복지혜택, 탄력근무제로 인하여 상승되는 업무효율성",복지,복지,positive
복지비200만원 도서지원비 재택용품구매비 재택지원비 등등 실질적으로 도움이 많이 되는 복지들,복지,복지,positive
좋은 사람들 다른회사 대비 상대적으로 꼰대가 없다,꼰대,사내문화,positive
업무적으로 얄짤없음 당연한거지만 그만큼 스트레스도.. 업무량도 많은편,업무,업무,negative
커뮤니케이션이나 협업을 어려워하고 사람 싫어하는 개인주의적 성격이라면 안맞을것같음,커뮤니케이션,사내문화,negative
급성장해온 회사다 보니 워라벨이 지켜지기 힘든 문화...,워라벨,업무,negative
주 35시간 기준 야근수당 지급,수당,복지,positive
대체로 수평적인 분위기 앞서가는 기업문화 인간적인 동료들,분위기,사내문화,positive
다 같이 열심히 일 하는 분위기. 상대적으로 꼰대가 적은 회사,분위기,사내문화,positive
사람마다 다를 수 있겠지만 일이 많은 편이라는 것..?,일,업무,negative
코로나라 재택 근무로 진행되고 전체적으로 분위기도 좋고 급여도 만족함,급여,급여,positive
"잦은 야근, 갑자기 이루어지는 정책 변화, 많은 업무량",야근,업무,negative
야근비를 분단위로 챙겨준다. 일 많은 사람에겐 위안이 되는 포인트,야근비,급여,positive
훌륭한 실무 구성원들. 훌륭한 대표님 좋은 동료들이 많다. 기본적으로 건전하고 탄탄하게 설계된 회사 문화가 있다. 그리고 그걸 잘 지켜내고 있는 대표님,문화,사내문화,positive
도서구매비 지원! 책을 마음껏 사서 읽을 수 있다,지원,복지,positive
어딜가든지 꼰대는 있다. 여기도 사람사는 곳이라 인간관계가 중요,꼰대,사내문화,negative
실력좋고 애티튜드 좋은 동료들이 많음,동료,사내문화,positive
"높은 급여, 1분 단위로 지급되는 추가근무 수당",급여,급여,positive
30분 단위로 나눠 쓸 수 있는 연차 양가 부모님까지 적용되는 실비보험 등 좋은 복지,복지,복지,positive
절대적인 업무량이 많은 편 팀바팀 근무시간이 다르나 자율출퇴근제 아님,업무,업무,negative
다 그런건 아니지만 스마트한 동료들과 같이 일하며 성장할수있음,동료,사내문화,positive
복지와 문화 그리고 무엇보다 구성원을 아끼는 정책과 분위기,분위기,사내문화,positive
"팀바팀이 심하고, 생각보다 시스템이 잘 안 갖춰진 부분도 있음",시스템,업무,negative
스타트업처럼 열정적이고 소통이 잘 되었음. 자율적으로 공동의 목표를 위해 노력했었음. 신입 연봉도 높아짐,소통,사내문화,positive
스타트업처럼 열정적이고 소통이 잘 되었음. 자율적으로 공동의 목표를 위해 노력했었음. 신입 연봉도 높아짐,연봉,급여,positive
조직이 커지면서 점점 소통이 어려워짐. 예전의 배민 문화가 정체됐음,소통,사내문화,negative
"부바부 팀바팀 사바사 지만, 진짜 사람들이 너무 좋음 지금 팀원들과 함께있고 싶어서 회사 못 떠날듯",팀원,사내문화,positive
"야근이많고 신사업관련 업무가 많아, 자주 업무가 뒤엎어지는 일이 많다",업무,업무,negative
커리어 시작하기에 더할 나위 없는 회사,커리어,커리어,positive
"꼰대 문화 없고, 하고 싶은 일은 지원해주고, 연봉도 굿이라 본인이 열심히 하고자 하는 의지가 크다면 정말 좋음",꼰대,사내문화,positive
35시간 근무제를 위시한 수많은 복지혜택들,복지,복지,positive
타 회사에서는 경험하기 힘든 수평적 문화,문화,사내문화,positive
나로서는 퇴근시간이 보장되는듯하다. 주 35시간 월요일1시출근,퇴근,복지,positive
어디든 그렇듯 이상한 사람들이 없진않은것이라는것이 단점,사람,사내문화,negative
일 열심히 할수있는 환경 사람들 좋고 분위기 좋음 재밌는 행사 많음,사람,사내문화,positive
일이 진심 너무 많음,일,업무,negative
"도서구입비 무제한지원, 재택기간 출근시 택시비 지원 등 자잘한 복지많음",복지,복지,positive
워커홀릭이 많아 워라밸 중시하는 사람과는 안 맞을수도,워라밸,업무,negative
경영진의 마인드가 좋음 소소한 직원들을 향한 챙김이 있음,경영진,사내문화,positive
초과수당 청구를 위해서는 일일이 근무내역 기록해야하는 불편함은 있지만 그래도 돈에 인색한 회사는 아님,돈,급여,positive
일이 많은건지 사람이 부족한건지 매일 일이 끝나지 않은상태로 퇴근하는 기분 매일 야근 야근 야근 또 야근,일,업무,negative
대화가 너무 많은 것도 단점이다. 쓸데 없는 회의를 줄일 필요가 많다,회의,업무,negative
"훌륭한 팀원들, 사내에서 활발한 지식공유, 틈틈히 간간히 있는 복지를 가족들이 좋아함",복지,복지,positive
"경영진쪽이 비교적 직원들을 많이 생각하고, 의견도 잘 들어주는 것 같다. 이직해왔는데, 문화도 그렇고 전반적으로 만족! ",문화,사내문화,positive
업계에서 오래 있었던 팀원분들도 많아 커리어 향상에 도움이 될 것 같음,커리어,커리어,positive
팀에 따라 야근 많이하고 힘든 경우가 있는 것 같습니다. 일이 적지는 않습니다,야근,업무,negative
"수평적인 조직문화, 경영진의 소통 노력 주도적으로 일할 수 있는 분위기",문화,사내문화,positive
실질적인 복지에 신경을 많이 쓴다,복지,복지,positive
인센이 없는만큼 기본급 자체가 더 높았으면 하는 바람 업무적으로 성과를 보여줘야 할 것 같은 부담감,인센,급여,negative
팀바팀이지만 워라밸 좋은편이고 하는 만큼 성장 할수 있음,성장,커리어,positive
뛰어난 동료들이 많고 경영진이 구성원들의 의견을 많이 들어줌,동료,사내문화,positive
부서따라 다르지만 업무량이 적은편은 아님 그래도 경력에 도움되고 피가되고 살이되는 일이라 생각,업무,업무,negative
회사의 문화는 매우좋음. 다양한 것들을 장려하는 분위기입니다.,문화,사내문화,positive
열심히 찾아가보고 있는중입니다. 성과금이 없다는 부분 크리티컬…,성과금,급여,negative
구성원들을 위한 경영진의 고민이 느껴짐 사내문화에도 신경을 많이 쓰는게 느껴짐,문화,사내문화,positive
시니어가 적고 기술적 성장이 고민됨 아직은 체계를 만들어가는 중이라 변화가 많음,성장,커리어,negative
"실질적인 복지(매달 나오는 재택 지원금, 도서 무제한, 복지 포인트 등)가 많고 다른 회사에 비해 사람 스트레스가 적고 커리어에 도움 되는 일도 하고 있어서 만족",복지,복지,positive
"실질적인 복지(매달 나오는 재택 지원금, 도서 무제한, 복지 포인트 등)가 많고 다른 회사에 비해 사람 스트레스가 적고 커리어에 도움 되는 일도 하고 있어서 만족",커리어,커리어,positive
업무 강도가 쎔. 일에 대한 스트레스보다 회의가 잦아 거기서 오는 스트레스 크고 팀바팀 워라벨 찾을 수 있는 상황이 극단적으로 차이 나는 경우도 있음,업무,업무,negative
"택시비지원, 복지포인트, 도서비지원 등 복리후생 괜찮고, 분위기도 좋아요",지원,복지,positive
인센이 없다 그래서 총 보상이 적게느껴지고 상대적으로 박탈감 느낌,인센,급여,negative
성과급같은건 없지만 기본 연봉테이블은 높은편이고 복지도 점차 좋아지고 있음,연봉,급여,positive
성과급같은건 없지만 기본 연봉테이블은 높은편이고 복지도 점차 좋아지고 있음,복지,복지,positive
그리고 일단 성장하는 산업이기 때문에 기회도 많음,기회,커리어,positive
"커리어 향상 기대하기 힘들고, 바텀업을 요구하면서 업무를 쏟아내림",커리어,커리어,negative
프로세스가 없다시피함 알아서 다 해야함,프로세스,업무,negative
워라밸 없음 한번 휘청하는 위기가 올 듯,워라밸,업무,negative
성장하기 좋아요 많은것을 배울 수 있습니다 다양한 업무에 대한 기회가 많아요.,성장,커리어,positive
일이많고 체계없이 일해요,체계,업무,negative
비포괄로 인한 높은 급여,급여,급여,positive
회사에서 선물이나 이벤트가 많다 도서지원비같은 복지가 좋다,복지,복지,positive
개발자 문화가 좋다 개발자들도 성격이 좋아서 내가 젤 나쁜 사람인가 했다.,문화,사내문화,positive
같이 일하는 직원들도 좋고 배울점이 많아 일하는데 동기부여가 많이 됨,직원,사내문화,positive
역시..일의 양이 많은건 확실합니다. 워라밸을 중시한다면 힘들수 있습니다! 물론 팀바팀부바부입니다.,워라밸,업무,negative
최고 경영진의 마인드는 정말 좋은 것 같습니다,경영진,사내문화,positive
"스타트업임을 잊고 대기업의 프로세스와 실적을 바라고, 압박주는 상사들이 많음.",압박,사내문화,negative
챙길건 챙겨주고 그래도 직원 복지 이정도로 생각해주는 조직 찾기 힘들다고 생각합니다,복지,복지,positive
업무에 대한 실적 압박이 있는것 같은데 이건 사람바이사람,업무,업무,negative
조직문화가 좋음 복지 하나씩 늘려가는중이라 아쉽지 않게 만들어줌,복지,복지,positive
주체적인 업무 스타일로 성과를 창출하고 성장할 수 있는 회사,성장,커리어,positive
"회사가 성장하고 있는 것들이 눈에 확실히 보이고, 그에대한 보상을 하려고 노력하는 부분들이 보여요. 구성원에게 필요한 복지에 대해서도 고민하고 챙겨주려고 노력하는 점이 보입니다.",복지,복지,positive
"부바부 팀바팀이지만, 탑다운이 확실히 많아요. 이것 때문에 일을 못하겠다 수준은 아니지만 능동적으로 하는 작업이 별로 없는 것들이 아쉬워요.",탑다운,업무,negative
다른 회사보다 연봉 상승율도 높아요 회사가 구성원을 많이 생각해 줍니다,연봉,급여,positive
좋은 사람들과 오랜기간 만들어진 기업문화 빠르게 성장할수있음,문화,사내문화,positive
복지 엄청많음 이정도로 해준회사는 별로 없었음 복지는 최강,복지,복지,positive
탑다운 의사결정 호떡 뒤집기로 인한 불필요한 야근 발생,탑다운,업무,negative
"아이 키우는 엄마가 다니기 좋음, 분단위 야근 수당 지급해서 실수령액 매우 매우 높음",수당,급여,positive
워라밸과 복지가 좋고 일을 하며 능력을 쌓기 좋은회사입니다,복지,복지,positive
팀마다 분위기를 이상하게 만드는 사람이 있어 적응하기 어려울 수 있습니다,사람,사내문화,negative
"주 35시간 근무, 분단위 야근수당, 도서비 무제한, 팀바팀이지만 현재 팀에서 좋은 동료들을 보면서 자극받고 배울수 있어서 좋음. 대표님이 구성원들을 진정성있게 케어해주는 모습이 많이 보이고 느껴짐",동료,사내문화,positive
시기에 따라 일이 확 몰려서 바쁨 팀내에서는 의사결정이 수평적이지만 위에서 업무는 수직적으로 내려옴 하지만 규모가 커지면서 어느정도는 어쩔수 없은 부분이라 생각듬,업무,업무,negative
일을 좋아하고 성장이 무엇보다 우선이라면 추천 본인의 역량에 따라 업무 기회는 무궁무진함.,성장,커리어,positive
복지 좋음 구성원들 생각해준다는 게 느껴지는 실질적인 복지,복지,복지,positive
비개발도 업계대비 높은 연봉,연봉,급여,positive
회사의 성장세만큼 업무량은 많다,업무,업무,negative
사람들이 매우 좋고 편하다 그리고 일을 잘하는 사람들이 모여있다,사람,사내문화,positive
가끔 워라밸이 보장이 안될때가 있다 그때 굉장히 힘들다,워라밸,업무,negative
생각지도 못하게 계속 챙겨주는 복지,복지,복지,positive
심각한 워라밸 붕괴 회사내부에서도 인지하고 있는듯 하나 변하는 부분이 없음,워라밸,업무,negative
경영진이 귀기울이지 않는다 답답할정도 직원들과 소통이 없고 내려주는 문화,문화,사내문화,negative
구성원을 신경써준다는 느낌을 받을 수 있는 회사 적응 안되는 문화도 있지만 대부분 좋은 문화가 많다,문화,사내문화,positive
적응 안되는 문화가 있음 꽤 커졌음에도 주먹구구식으로 일하는 게 많음,문화,사내문화,negative
대기업 계열사 다니다 이직했는데 이만큼 소통하는 회사는 없는듯,소통,사내문화,positive
업무는 많음 단시간내에 퍼포먼스를 내야함,업무,업무,negative
직원을 감동 시키는 복지와 케어,복지,복지,positive
성장 트랙에 오른 회사에서 일할 수 있는 기회,기회,커리어,positive
워라벨 최악 일이 많고 많고 또 많다,워라벨,업무,negative
가족과 함께 보낼 수 있도록 배려해주는 각 종 제도 특별육아휴직 유급 1달은 정말 너무 좋음 산후조리원비 지원 등등 가족친화적인 부분이 좋음,가족,복지,positive
음 급속도로 성장한 회사라서 특정 부분에 대한 프로세스같은게 체계적이지 않은 부분이 일부 있는듯,프로세스,업무,negative
빠르게 변화하는 전략속에 개인의 성장은 분명 존재 분석 및 데이터 툴 다루는 능력 성장 가능,성장,커리어,positive
생각보다 it에서 그리고 스타트업에서 기대하는 특유의 자유로운 분위기는 아님. 대부분 야근하는..,분위기,사내문화,negative
대기업과 비교하면 아직은 타 산업군과 연계한 복지가 부족,복지,복지,negative
너도나도 넘치는 야근 우리팁만인줄 알았는데 옆 팀도.. 옆옆팀도,야근,업무,negative
"이직을 꽤 많이 한 사람으로서, 이 정도 사내문화가 유지되는 회사는 드물다고 단언할 수 있음 수평적인 분위기, 편한 의사소통, 우수타 등등..",문화,사내문화,positive
"it 회사 답게 재택근무와 각종 복지도 많음 일이 많지만, 과하지 않고, 야근수당을 줌",복지,복지,positive
일의 효율성이 떨어진다고 느낄때가 있음,일,업무,negative
회사 정치가 꽤나 있음,정치,사내문화,negative
다양한 변화가 많아 여러 경험을 쌓을 수 있음 적응력이 높아짐 레쥬메에 쓸게 많음,경험,커리어,positive
워라밸 붕괴 가정이 생기면서 직장과 가정 사이의 밸런스를 맞추지 못하게 됨,워라밸,업무,negative
회사에서 주는게 많아요 일단 아기자기하고 재밌는 선물도 많이 주고해서 부모님이 일단 즐거워하세요,선물,복지,positive
월급이 새벽 일찍 들어오던데 월급날 기분이 상당히 좋아요,월급,급여,positive
업무량이 많은 편이라 야근이 잦습니다 야근 눈치주거나 야근한다고 뭐라하진 않지만 자진 야근을 하게되는 미친 업무량,업무,업무,negative
꼬박꼬박 챙겨받는 야근수당은 최고의 복지,야근수당,복지,positive
야근이 생각보다 있는 편,야근,업무,negative
사내문화가 수평적이고 복지가 뛰어나요 일 잘하는 동료들이 많습니다,문화,사내문화,positive
워라밸이 지켜지지 않는 경우가 많아서 체력적으로 힘이 듭니다,워라밸,업무,negative
학부모를 위한 복지가 좋음. 이외도 회사가 직원을 위한다라는 느낌을 받을만한 것들이 많음,복지,복지,positive
빠른 실행과 피드백으로 커리어 성장에 도움이 되는 곳,커리어,커리어,positive
타회사 대비 압도적인 복지와 문화는 큰 장점입니다. 임원진이 의식적으로 제도적으로 문화를 가꿔나가려는 모습이 인상적입니다.,복지,복지,positive
이유는 모르겠지만 늘 인력부족상태 인것 같습니다. 그래서 요구되는 일의 양이 많습니다.,일,업무,negative
회사전체적으로는 직원들을 배려하고 복지를 늘리려 노력해요 신사업이 많아 새롭게 도전하는 경험을 많이 할 수 있습니다 열정이 넘치는 회삽니다,복지,복지,positive
신사업이 많은 만큼 빠르게 접는 사업도 많고 탑다운으로 떨어지는 긴급건들이 많다보니 워라밸 무너지기는 한순간입니다 열정과 파이팅을 외치며 직원을 갈아넣는 경우가 부지기수 입니다,워라밸,업무,negative
"야근하면 돈 주고, 대표님 포함 서로 자주 소통하는 분위기",분위기,사내문화,positive
부바부이긴 하지만 야근이 많음(그래서 돈으로 주나 싶음) 내부에서 워라밸 어려우면 공유하라지만 딱히 개선되지는 않음,야근,업무,negative
일은 많고 조직 안정감이 부족합니다 부서 이기주의가 있습니다,일,업무,negative
사람들이 대부분 좋고 업무에 대한 열의 및 진지함도 좋다 모두 회사가 잘되기를 바라고 나아가는 조직문화가 보기좋음 사람을 잘 챙겨준다는 느낌을 받게함,문화,사내문화,positive
야근이 많다... 업무가 정말로 많다…,업무,업무,negative
"출퇴근 시간이 고정되있어, 자율출퇴근이었던 직장에서 오면 좀 힘듦",출퇴근,복지,negative
출산육아를 경험하며 일을 병행하는데 좋은 복지 문화가 있고 점점 더 복지혜택들이 확대되는 점,복지,복지,positive
세세한 복지들이 직원을 생각하는 회사라고 느끼게끔합니다. 솔직하고 담백한 의사소통을 하시는 분들이 많아요.,복지,복지,positive
직원개개인을 존중하는 느낌이 좋음,존중,사내문화,positive
커리어 개발이 되는지는 잘 모르겠음 더 체계적인 인사관리가 필요해보임,커리어,커리어,negative
부서마다 다르지만 나에겐 완벽한 워라벨,워라벨,업무,positive
커뮤니케이션이 힘든 사람에겐 부담스러울수도,커뮤니케이션,사내문화,negative
서비스 개발을 목표하는 방향대로 만들 수 있는 환경과 동료들,동료,사내문화,positive
"여전히 체계가 조금 부족하고, 일정이 급하게 진행되는 느낌",체계,업무,negative
성과에 대한 보상체계 없음,보상,급여,negative
사람들이 너무 좋아서 일하기 편함 개인이 풀기 어려운일은 서로 고민해서 해결책을 찾음,사람,사내문화,positive
동료들간의 피드백 문화를 통해 성장할수있는 문화가 있어 좋았습니다,문화,사내문화,positive
업무가 너무 많아서 힘들었음 워라밸 없음 주 35시간이나 연장 15시간함,워라밸,업무,negative
업계 최상위 대우의 급여 및 복지를 경험할 수 있다.,급여,급여,positive
좋은 동료들과 일할 수 있는 기회가 있다.,동료,사내문화,positive
"일한만큼 보상받는 회사, 복지, 월급받을 때마다 왜 이회사를 다니는 이유를 깨달음",보상,급여,positive
이것저것 많이 챙겨주려고 함 급여나 복지면에서 만족하는 편,복지,복지,positive
똑똑한 동료들. 다양한 분야의 직원들이 모두 스마트하고 열정적,동료,사내문화,positive
"일의 양이 너무 많다. 야근하지 말라고 하지만, 안 할 수가 없다. 그리고 그 야근의 양이 어마무시",야근,업무,negative
성장 할수밖에 없는 문화,성장,커리어,positive
회의 하다보면 업무할 시간 없음 업무하려면 야근 할수밖에 없는 구조,야근,업무,negative
급여 및 문화가 좋음 휴가도 눈치안보고 올릴수 있음 도서구매 무제한도 좋음,눈치,사내문화,positive
일이 많고 전체적으로 사업 개발요건이 급하게 많이들어옴,일,업무,negative
대부분 나이스한 사람들 지속 소통하려는 경영진,소통,사내문화,positive
야근이 많다 이 부분 빼면 더할나위 없이 좋다 성장하는 과정이라 감수하고 하지만 야근이 좀 줄었으면 한다.,야근,업무,negative
커리어를 쌓아가는데 있어서 도움이 되는 경험을 많이 할 수 있습니다,커리어,커리어,positive
"일단 성장을 많이 하니 재밌기도 하고, 다들 집요하게 파는 분들이 많아 배울점이 많다",성장,커리어,positive
일이 너무 많고 힘들때가 있다. 결정이 잘 뒤집어져서 일이 많다,일,업무,negative
초과근무에 대한 보상은 확실한게 가장 큰 장점,보상,급여,positive
연령대가 젊고 설립된지 얼마안되어서 시설이 모두 깨끗하다,시설,복지,positive
앞으로 계속 성장할 회사라서 개인적으도 미래가 기대됨,미래,커리어,positive
주차지원이 안돼서 자차 추출퇴근이 부담새러움 다행히 위치가 좋음,지원,복지,negative
팀 사람들이 좋다 전반적으로 따뜻한 분위기 좋은 개발자가 많이 있다 다 자기의 업을 좋아하는 사람들인 것 같다,분위기,사내문화,positive
"피트스탑 기간이 있긴 하지만, 아무래도 일이 계속 들어오고 업무 강도가 낮다고 말할 수는 없을 듯",업무,업무,negative
"사람을 소모품이 아닌 사람으로 대우한다 복지,사내분위기,기업문화 등 아직도 조금씩은 부족할 수 있지만 이정도면 정말 잘 구축해놓은 기업이고 끊임없이 소통하기에 개선가능성이 아주아주 열려있다고 생각한다",소통,사내문화,positive
일로서 성장하기 좋은 회사 성장하고 튀튀하기엔 너무 좋은 구조 평생 직장은 없다 최고가 되어 떠나라고 말해주는 회사,성장,커리어,positive
일에 집중할수 있도록 환경을 만들어줌,환경,복지,positive
사내 전반적으로 업무량이 많은 것 같기는 합니다. 워낙 업계가 경쟁이 치열하다보니.,업무,업무,negative
진짜 소소한 복지들이 많은 것 같습니다 재택근무물품지원 재택근무비 지원 도서비 무제한 (소소하지 않은가요?),복지,복지,positive
"복지에 신경 많이 써주고 초복 선물, 송년회, 서비스 런칭일 등등 소소한 이벤트들도 많아서 좋다",복지,복지,positive
일할 수 있는 환경 조성이 잘 되어 있다. 나쁘거나 이상한 동료들이 거의 없다.,동료,사내문화,positive
경영진의 마인드가 좋은 듯 하면서도 그렇게 건강하지는 않은 것 같다,경영진,사내문화,negative
밝은 분위기와 좋은 팀원들이 있는회사,팀원,사내문화,positive
자유롭게 근무할수있어서 좋다 부서마다 다르겠지만 우리부서는 자유로움,근무,업무,positive
아무래도 실행이 빠른 만큼 달려야하는 구조라 업무강도는 센편입니다,업무,업무,negative
일부 체계는 다듬어야할 필요가 보임,체계,업무,negative
소소한 이벤트가 재미있다. 매너를 중시하는 편이라 서로 존중하려는 문화가 있다.,문화,사내문화,positive
회사에서 구성원을 생각하고 있게 느낄수 있게끔 소통과 복지가 이루어짐,소통,사내문화,positive
일이 많은 부서가 있긴 하다고 한다,일,업무,negative
직원 복지를 신경써주는 경영진,경영진,사내문화,positive
급여 수준 낮음,급여,급여,negative
회사와 같이 나도 성장할 수 있음,성장,커리어,positive
회사의 여러가지 문화나 복지가 만족스러움,문화,사내문화,positive
의사 결정구조가 어느정도 수직적인 느낌이 있음,수직,사내문화,negative
일이 좀 많긴 하고 생각보다 시스템이 미흡한 부분이 있음,일,업무,negative
"주변에 많이 배울 사람들이 많고, 업무도 미래 지향적이다.",사람,사내문화,positive
"직원들의 궁금증이나 불만을 대표가 직접 읽고 답하고, 유관부서 혹은 같은 직원들끼리의 생각을 공유할 수 있는 시간인데, 회사가 직원들과 소통해서 계속 좋은 방향으로 배민다움를 발전시켜 나가려 하는 것 같음.",소통,사내문화,positive
"엄청나게 성장중인 회사라 동시다발적으로 진행되는 일이 많고, 밤낮 주중주말없이 업무연락이 올때가 많음. 팀바팀이겟으나 워라밸이 엄청 좋은 편은 아님",워라밸,업무,negative
직원을 챙기는 마음이 느껴져서 일하는데 마음이 편안함,직원,사내문화,positive
성장에 많은 도움이 되었습니다. 사람이 좋습니다. 배울게 많습니다.,성장,커리어,positive
일이 많고 회사 행사도 많고 회의도 많아서 일할 시간이 부족해요,일,업무,negative
